txn_id,source,razorpay_payment_id,order_id,txn_amount,payment_method,created_at,day_of_week,is_weekend_or_holiday,merchant_category,had_dispute_flag,had_refund,refund_amount,gst_on_fee_flag,fee_amount,fee_amount_pending,tax_on_fee,fee_pct,days_to_settle,deduction_pct,settled_at,status,true_tax_category
TXN01293,synthetic,,order_synth_1293,23912.9,wallet,2025-06-01T11:48:23,6,True,saas,False,False,0.0,True,338.4,False,60.91,0.0142,2,0.0167,2025-06-04T01:48:23,settled,gst_on_fee
TXN02151,synthetic,,order_synth_2151,3062.02,card,2025-06-01T13:20:29,6,True,travel,False,False,0.0,True,60.64,False,10.92,0.0198,4,0.0234,2025-06-06T05:20:29,settled,gst_on_fee
TXN01170,synthetic,,order_synth_1170,21544.64,card,2025-06-01T14:33:07,6,True,travel,False,False,0.0,True,406.69,False,73.2,0.0189,4,0.0223,2025-06-05T18:33:07,settled,gst_on_fee
TXN01125,synthetic,,order_synth_1125,8838.92,upi,2025-06-01T14:40:52,6,True,travel,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-04T05:40:52,settled,taxable_sale
TXN00913,synthetic,,order_synth_913,13323.39,card,2025-06-01T15:28:34,6,True,retail,False,False,0.0,True,279.59,False,50.33,0.021,3,0.0248,2025-06-05T10:28:34,settled,gst_on_fee
TXN00002,synthetic,,order_synth_2,24096.53,upi,2025-06-01T16:39:42,6,True,saas,False,False,0.0,True,51.38,False,9.25,0.0021,3,0.0025,2025-06-05T08:39:42,settled,gst_on_fee
TXN00827,synthetic,,order_synth_827,10539.51,card,2025-06-01T17:15:44,6,True,saas,False,False,0.0,True,203.85,False,36.69,0.0193,2,0.0228,2025-06-03T23:15:44,settled,gst_on_fee
TXN01692,synthetic,,order_synth_1692,6025.36,netbanking,2025-06-01T17:54:06,6,True,travel,False,False,0.0,True,98.68,False,17.76,0.0164,3,0.0193,2025-06-04T18:54:06,settled,gst_on_fee
TXN01115,synthetic,,order_synth_1115,18086.34,card,2025-06-01T17:57:43,6,True,ecommerce,False,False,0.0,True,382.3,False,68.81,0.0211,2,0.0249,2025-06-04T06:57:43,settled,gst_on_fee
TXN01210,synthetic,,order_synth_1210,2896.83,card,2025-06-01T18:09:50,6,True,food_delivery,False,False,0.0,True,55.81,False,10.05,0.0193,5,0.0227,2025-06-07T13:09:50,settled,gst_on_fee
TXN01947,synthetic,,order_synth_1947,16941.92,upi,2025-06-01T18:28:32,6,True,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-02T22:28:32,settled,taxable_sale
TXN00148,synthetic,,order_synth_148,22410.26,wallet,2025-06-01T18:45:52,6,True,ecommerce,False,False,0.0,True,322.09,False,57.98,0.0144,2,0.017,2025-06-03T22:45:52,settled,gst_on_fee
TXN01517,synthetic,,order_synth_1517,8071.33,upi,2025-06-01T19:52:18,6,True,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,4,0.0,2025-06-05T21:52:18,settled,taxable_sale
TXN00571,synthetic,,order_synth_571,15471.78,netbanking,2025-06-01T21:09:41,6,True,ecommerce,False,False,0.0,True,275.51,False,49.59,0.0178,4,0.021,2025-06-06T11:09:41,settled,gst_on_fee
TXN01014,synthetic,,order_synth_1014,14198.19,card,2025-06-01T23:34:15,6,True,ecommerce,False,False,0.0,True,349.97,False,62.99,0.0246,2,0.0291,2025-06-04T16:34:15,settled,gst_on_fee
TXN00568,synthetic,,order_synth_568,1317.38,card,2025-06-02T00:19:02,0,False,saas,False,False,0.0,True,23.31,False,4.2,0.0177,2,0.0209,2025-06-04T17:19:02,settled,gst_on_fee
TXN01792,synthetic,,order_synth_1792,217.83,upi,2025-06-02T02:36:07,0,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-03T06:36:07,settled,taxable_sale
TXN01726,synthetic,,order_synth_1726,2136.88,netbanking,2025-06-02T03:41:28,0,False,travel,False,True,1639.41,True,36.6,False,6.59,0.0171,1,0.7874,2025-06-03T06:41:28,refunded,refund_credit_note
TXN01067,synthetic,,order_synth_1067,20570.44,netbanking,2025-06-02T03:47:51,0,False,retail,False,False,0.0,True,318.23,False,57.28,0.0155,2,0.0183,2025-06-04T14:47:51,settled,gst_on_fee
TXN00101,synthetic,,order_synth_101,16598.99,upi,2025-06-02T04:03:01,0,False,travel,False,False,0.0,True,22.93,False,4.13,0.0014,2,0.0016,2025-06-04T09:03:01,settled,gst_on_fee
TXN01357,synthetic,,order_synth_1357,16696.03,upi,2025-06-02T04:15:34,0,False,retail,False,False,0.0,True,36.12,False,6.5,0.0022,0,0.0026,2025-06-02T05:15:34,settled,gst_on_fee
TXN01028,synthetic,,order_synth_1028,24320.36,netbanking,2025-06-02T05:08:22,0,False,travel,False,False,0.0,True,441.31,False,79.44,0.0181,2,0.0214,2025-06-04T23:08:22,settled,gst_on_fee
TXN00659,synthetic,,order_synth_659,24214.41,upi,2025-06-02T06:00:20,0,False,food_delivery,False,False,0.0,True,72.45,False,13.04,0.003,1,0.0035,2025-06-03T06:00:20,settled,gst_on_fee
TXN01776,synthetic,,order_synth_1776,23798.91,card,2025-06-02T07:34:26,0,False,travel,False,True,14896.17,True,492.52,False,88.65,0.0207,2,0.6503,2025-06-04T11:34:26,refunded,refund_credit_note
TXN00604,synthetic,,order_synth_604,20471.06,upi,2025-06-02T07:51:36,0,False,food_delivery,False,False,0.0,True,28.33,False,5.1,0.0014,2,0.0016,2025-06-04T13:51:36,settled,gst_on_fee
TXN00501,synthetic,,order_synth_501,9898.69,upi,2025-06-02T08:18:25,0,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-03T15:18:25,settled,taxable_sale
TXN01557,synthetic,,order_synth_1557,20127.46,netbanking,2025-06-02T10:05:40,0,False,retail,False,False,0.0,True,313.61,False,56.45,0.0156,2,0.0184,2025-06-04T18:05:40,settled,gst_on_fee
TXN01707,synthetic,,order_synth_1707,21381.31,card,2025-06-02T11:53:15,0,False,travel,False,False,0.0,True,470.9,False,84.76,0.022,2,0.026,2025-06-04T16:53:15,settled,gst_on_fee
TXN00617,synthetic,,order_synth_617,2543.88,upi,2025-06-02T12:12:02,0,False,food_delivery,True,False,0.0,True,0.0,False,0.0,0.0,10,0.0,2025-06-12T17:12:02,disputed,taxable_sale
TXN01259,synthetic,,order_synth_1259,10054.65,upi,2025-06-02T12:57:12,0,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-03T17:57:12,settled,taxable_sale
TXN02039,synthetic,,order_synth_2039,12160.86,upi,2025-06-02T13:16:33,0,False,travel,False,False,0.0,True,0.82,False,0.15,0.0001,1,0.0001,2025-06-04T08:16:33,settled,gst_on_fee
TXN01169,synthetic,,order_synth_1169,10534.05,netbanking,2025-06-02T13:51:31,0,False,travel,False,False,0.0,True,150.81,False,27.15,0.0143,3,0.0169,2025-06-06T06:51:31,settled,gst_on_fee
TXN00997,synthetic,,order_synth_997,10213.74,upi,2025-06-02T15:09:50,0,False,travel,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-03T15:09:50,settled,taxable_sale
TXN00993,synthetic,,order_synth_993,12211.66,card,2025-06-02T17:47:22,0,False,saas,False,False,0.0,True,290.33,False,52.26,0.0238,2,0.0281,2025-06-05T01:47:22,settled,gst_on_fee
TXN02143,synthetic,,order_synth_2143,3474.44,card,2025-06-02T18:32:21,0,False,travel,False,True,734.37,True,73.87,False,13.3,0.0213,3,0.2365,2025-06-06T07:32:21,refunded,refund_credit_note
TXN00725,synthetic,,order_synth_725,13899.0,upi,2025-06-02T20:18:04,0,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-04T03:18:04,settled,taxable_sale
TXN00443,synthetic,,order_synth_443,11467.04,upi,2025-06-02T23:21:55,0,False,saas,False,False,0.0,True,12.23,False,2.2,0.0011,1,0.0013,2025-06-04T13:21:55,settled,gst_on_fee
TXN01916,synthetic,,order_synth_1916,12706.11,upi,2025-06-03T00:15:14,1,False,retail,False,False,0.0,True,40.34,False,7.26,0.0032,2,0.0037,2025-06-05T13:15:14,settled,gst_on_fee
TXN00541,synthetic,,order_synth_541,17060.9,card,2025-06-03T02:42:19,1,False,food_delivery,False,False,0.0,True,390.4,False,70.27,0.0229,2,0.027,2025-06-05T04:42:19,settled,gst_on_fee
TXN01548,synthetic,,order_synth_1548,22566.26,upi,2025-06-03T05:33:27,1,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-04T11:33:27,settled,taxable_sale
TXN01569,synthetic,,order_synth_1569,2196.36,upi,2025-06-03T05:41:42,1,False,saas,False,True,1976.87,True,4.68,False,0.84,0.0021,2,0.9026,2025-06-05T11:41:42,refunded,refund_credit_note
TXN01618,synthetic,,order_synth_1618,13144.32,upi,2025-06-03T06:54:39,1,False,food_delivery,False,False,0.0,True,20.94,False,3.77,0.0016,1,0.0019,2025-06-05T00:54:39,settled,gst_on_fee
TXN00824,synthetic,,order_synth_824,6047.47,upi,2025-06-03T07:58:01,1,False,ecommerce,False,False,0.0,False,14.23,False,0.0,0.0024,2,0.0024,2025-06-05T14:58:01,settled,exempt
TXN00680,synthetic,,order_synth_680,2755.1,upi,2025-06-03T08:24:18,1,False,ecommerce,False,False,0.0,True,3.42,False,0.62,0.0012,1,0.0015,2025-06-04T22:24:18,settled,gst_on_fee
TXN00697,synthetic,,order_synth_697,317.87,upi,2025-06-03T09:02:15,1,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-04T19:02:15,settled,taxable_sale
TXN00503,synthetic,,order_synth_503,12924.35,upi,2025-06-03T09:31:02,1,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,0,0.0,2025-06-03T13:31:02,settled,taxable_sale
TXN00875,synthetic,,order_synth_875,13811.13,upi,2025-06-03T10:30:48,1,False,food_delivery,False,False,0.0,True,43.32,False,7.8,0.0031,2,0.0037,2025-06-05T10:30:48,settled,gst_on_fee
TXN00999,synthetic,,order_synth_999,10239.08,wallet,2025-06-03T11:28:21,1,False,ecommerce,False,False,0.0,True,120.93,False,21.77,0.0118,1,0.0139,2025-06-04T16:28:21,settled,gst_on_fee
TXN00311,synthetic,,order_synth_311,891.03,card,2025-06-03T11:52:39,1,False,retail,False,False,0.0,True,15.4,False,2.77,0.0173,2,0.0204,2025-06-05T17:52:39,settled,gst_on_fee
TXN00969,synthetic,,order_synth_969,14222.81,card,2025-06-03T12:37:13,1,False,travel,False,False,0.0,True,327.01,False,58.86,0.023,2,0.0271,2025-06-05T18:37:13,settled,gst_on_fee
TXN00821,synthetic,,order_synth_821,7901.81,upi,2025-06-03T12:48:21,1,False,retail,False,True,7875.92,True,10.57,False,1.9,0.0013,2,0.9983,2025-06-06T05:48:21,refunded,refund_credit_note
TXN01446,synthetic,,order_synth_1446,2787.51,upi,2025-06-03T16:43:51,1,False,food_delivery,False,False,0.0,True,5.17,False,0.93,0.0019,1,0.0022,2025-06-04T22:43:51,settled,gst_on_fee
TXN01635,synthetic,,order_synth_1635,819.91,upi,2025-06-03T17:26:38,1,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-04T20:26:38,settled,taxable_sale
TXN00164,synthetic,,order_synth_164,19275.9,card,2025-06-03T17:39:29,1,False,travel,False,False,0.0,True,316.61,False,56.99,0.0164,2,0.0194,2025-06-06T02:39:29,settled,gst_on_fee
TXN02187,synthetic,,order_synth_2187,12952.91,upi,2025-06-03T18:13:03,1,False,travel,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-05T23:13:03,settled,taxable_sale
TXN00064,synthetic,,order_synth_64,11363.43,upi,2025-06-03T19:46:02,1,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-05T06:46:02,settled,taxable_sale
TXN01087,synthetic,,order_synth_1087,17326.78,card,2025-06-03T19:51:28,1,False,food_delivery,False,False,0.0,True,349.77,False,62.96,0.0202,1,0.0238,2025-06-05T02:51:28,settled,gst_on_fee
TXN01920,synthetic,,order_synth_1920,23636.68,upi,2025-06-03T20:03:10,1,False,saas,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-06T07:03:10,settled,taxable_sale
TXN01386,synthetic,,order_synth_1386,15617.0,upi,2025-06-03T22:33:32,1,False,ecommerce,False,False,0.0,True,26.14,False,4.71,0.0017,1,0.002,2025-06-05T07:33:32,settled,gst_on_fee
TXN01308,synthetic,,order_synth_1308,15839.26,upi,2025-06-03T23:47:58,1,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-05T07:47:58,settled,taxable_sale
TXN00388,synthetic,,order_synth_388,24972.02,upi,2025-06-04T00:01:06,2,False,food_delivery,False,False,0.0,True,76.66,False,13.8,0.0031,1,0.0036,2025-06-05T02:01:06,settled,gst_on_fee
TXN01619,synthetic,,order_synth_1619,20201.13,upi,2025-06-04T00:50:42,2,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-05T10:50:42,settled,taxable_sale
TXN01120,synthetic,,order_synth_1120,6096.65,netbanking,2025-06-04T01:22:51,2,False,retail,False,False,0.0,True,112.75,False,20.29,0.0185,2,0.0218,2025-06-06T13:22:51,settled,gst_on_fee
TXN00365,synthetic,,order_synth_365,6904.24,card,2025-06-04T02:54:11,2,False,travel,False,False,0.0,True,127.82,True,23.01,0.0185,3,0.0218,2025-06-07T16:54:11,settled,gst_on_fee
TXN01511,synthetic,,order_synth_1511,19147.18,wallet,2025-06-04T02:58:30,2,False,ecommerce,True,False,0.0,True,306.44,False,55.16,0.016,8,0.0189,2025-06-12T05:58:30,disputed,gst_on_fee
TXN02197,synthetic,,order_synth_2197,11483.08,card,2025-06-04T04:08:06,2,False,retail,False,False,0.0,True,245.9,False,44.26,0.0214,2,0.0253,2025-06-06T09:08:06,settled,gst_on_fee
TXN01981,synthetic,,order_synth_1981,12955.57,upi,2025-06-04T04:40:24,2,False,travel,False,False,0.0,True,30.23,False,5.44,0.0023,0,0.0028,2025-06-04T22:40:24,settled,gst_on_fee
TXN01716,synthetic,,order_synth_1716,13276.36,upi,2025-06-04T04:43:00,2,False,saas,False,True,7900.53,True,16.1,False,2.9,0.0012,1,0.5965,2025-06-05T18:43:00,refunded,refund_credit_note
TXN00813,synthetic,,order_synth_813,13386.55,upi,2025-06-04T05:58:31,2,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-05T11:58:31,settled,taxable_sale
TXN00327,synthetic,,order_synth_327,20152.54,card,2025-06-04T07:06:14,2,False,food_delivery,False,False,0.0,True,419.79,False,75.56,0.0208,1,0.0246,2025-06-05T18:06:14,settled,gst_on_fee
TXN00238,synthetic,,order_synth_238,6888.15,card,2025-06-04T07:06:20,2,False,ecommerce,False,False,0.0,True,138.57,False,24.94,0.0201,3,0.0237,2025-06-07T08:06:20,settled,gst_on_fee
TXN01715,synthetic,,order_synth_1715,21405.94,card,2025-06-04T07:37:35,2,False,retail,False,False,0.0,True,412.77,False,74.3,0.0193,1,0.0228,2025-06-05T22:37:35,settled,gst_on_fee
TXN00847,synthetic,,order_synth_847,8878.57,upi,2025-06-04T07:46:28,2,False,food_delivery,False,False,0.0,True,16.52,False,2.97,0.0019,0,0.0022,2025-06-04T10:46:28,settled,gst_on_fee
TXN00801,synthetic,,order_synth_801,20580.22,card,2025-06-04T11:29:24,2,False,travel,False,False,0.0,True,478.18,False,86.07,0.0232,1,0.0274,2025-06-05T17:29:24,settled,gst_on_fee
TXN00120,synthetic,,order_synth_120,18841.91,card,2025-06-04T12:47:17,2,False,saas,False,False,0.0,True,420.53,False,75.7,0.0223,3,0.0263,2025-06-08T07:47:17,settled,gst_on_fee
TXN01964,synthetic,,order_synth_1964,9423.68,netbanking,2025-06-04T13:23:00,2,False,ecommerce,False,False,0.0,True,161.08,False,28.99,0.0171,2,0.0202,2025-06-06T23:23:00,settled,gst_on_fee
TXN01868,synthetic,,order_synth_1868,1881.7,wallet,2025-06-04T13:23:53,2,False,food_delivery,False,False,0.0,True,28.08,False,5.05,0.0149,1,0.0176,2025-06-05T22:23:53,settled,gst_on_fee
TXN00209,synthetic,,order_synth_209,11659.0,upi,2025-06-04T16:18:35,2,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-07T06:18:35,settled,taxable_sale
TXN01260,synthetic,,order_synth_1260,22153.11,upi,2025-06-04T16:53:25,2,False,ecommerce,False,False,0.0,True,9.7,False,1.75,0.0004,0,0.0005,2025-06-04T17:53:25,settled,gst_on_fee
TXN01469,synthetic,,order_synth_1469,9546.26,upi,2025-06-04T18:41:03,2,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-06T09:41:03,settled,taxable_sale
TXN00552,synthetic,,order_synth_552,23582.52,upi,2025-06-04T18:45:24,2,False,travel,False,False,0.0,True,34.32,False,6.18,0.0015,1,0.0017,2025-06-05T22:45:24,settled,gst_on_fee
TXN00620,synthetic,,order_synth_620,13051.84,card,2025-06-04T19:13:14,2,False,ecommerce,False,False,0.0,True,303.98,False,54.72,0.0233,2,0.0275,2025-06-06T22:13:14,settled,gst_on_fee
TXN01968,synthetic,,order_synth_1968,20703.52,upi,2025-06-04T20:32:38,2,False,retail,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-06T12:32:38,settled,taxable_sale
TXN02050,synthetic,,order_synth_2050,8116.14,card,2025-06-04T21:22:54,2,False,travel,False,False,0.0,True,137.0,False,24.66,0.0169,2,0.0199,2025-06-07T16:22:54,settled,gst_on_fee
TXN01467,synthetic,,order_synth_1467,5616.76,upi,2025-06-04T21:25:33,2,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-07T09:25:33,settled,taxable_sale
TXN02233,synthetic,,order_synth_2233,23011.83,wallet,2025-06-04T21:39:49,2,False,ecommerce,False,False,0.0,True,478.34,False,86.1,0.0208,1,0.0245,2025-06-06T14:39:49,settled,gst_on_fee
TXN01934,synthetic,,order_synth_1934,18781.78,upi,2025-06-04T21:45:05,2,False,retail,False,False,0.0,True,2.84,False,0.51,0.0002,0,0.0002,2025-06-05T11:45:05,settled,gst_on_fee
TXN00033,synthetic,,order_synth_33,14305.78,card,2025-06-04T22:21:47,2,False,travel,False,False,0.0,True,271.57,False,48.88,0.019,2,0.0224,2025-06-07T17:21:47,settled,gst_on_fee
TXN00480,synthetic,,order_synth_480,1785.05,upi,2025-06-04T23:31:25,2,False,travel,False,False,0.0,True,1.93,False,0.35,0.0011,1,0.0013,2025-06-06T09:31:25,settled,gst_on_fee
TXN00961,synthetic,,order_synth_961,4668.48,upi,2025-06-05T00:13:31,3,False,travel,False,False,0.0,True,2.19,False,0.39,0.0005,2,0.0006,2025-06-07T02:13:31,settled,gst_on_fee
TXN01727,synthetic,,order_synth_1727,20611.31,upi,2025-06-05T01:37:26,3,False,travel,False,False,0.0,True,0.0,False,0.0,0.0,2,0.0,2025-06-07T10:37:26,settled,taxable_sale
TXN02093,synthetic,,order_synth_2093,24658.93,netbanking,2025-06-05T01:41:28,3,False,retail,False,False,0.0,True,381.16,False,68.61,0.0155,2,0.0182,2025-06-07T21:41:28,settled,gst_on_fee
TXN00517,synthetic,,order_synth_517,16001.2,upi,2025-06-05T02:21:07,3,False,saas,False,False,0.0,True,30.53,False,5.5,0.0019,1,0.0023,2025-06-06T15:21:07,settled,gst_on_fee
TXN00536,synthetic,,order_synth_536,8955.36,upi,2025-06-05T02:26:11,3,False,travel,True,False,0.0,True,14.68,False,2.64,0.0016,5,0.0019,2025-06-10T17:26:11,disputed,gst_on_fee
TXN00941,synthetic,,order_synth_941,13400.94,card,2025-06-05T02:26:19,3,False,ecommerce,False,False,0.0,True,257.42,False,46.34,0.0192,2,0.0227,2025-06-07T22:26:19,settled,gst_on_fee
TXN00312,synthetic,,order_synth_312,1337.09,upi,2025-06-05T03:28:14,3,False,food_delivery,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-06T15:28:14,settled,taxable_sale
TXN01748,synthetic,,order_synth_1748,2256.44,upi,2025-06-05T04:06:41,3,False,saas,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-06T22:06:41,settled,taxable_sale
TXN01842,synthetic,,order_synth_1842,24202.01,upi,2025-06-05T07:31:14,3,False,ecommerce,False,False,0.0,True,34.3,False,6.17,0.0014,1,0.0017,2025-06-06T23:31:14,settled,gst_on_fee
TXN02125,synthetic,,order_synth_2125,802.04,wallet,2025-06-05T09:02:18,3,False,ecommerce,False,False,0.0,True,12.56,False,2.26,0.0157,1,0.0185,2025-06-07T05:02:18,settled,gst_on_fee
TXN01289,synthetic,,order_synth_1289,24058.07,card,2025-06-05T09:22:37,3,False,food_delivery,False,False,0.0,True,442.6,False,79.67,0.0184,1,0.0217,2025-06-07T04:22:37,settled,gst_on_fee
TXN02066,synthetic,,order_synth_2066,24084.38,netbanking,2025-06-05T09:37:51,3,False,food_delivery,False,False,0.0,True,364.75,False,65.66,0.0151,2,0.0179,2025-06-08T01:37:51,settled,gst_on_fee
TXN01563,synthetic,,order_synth_1563,8981.53,upi,2025-06-05T09:41:16,3,False,ecommerce,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-06T18:41:16,settled,taxable_sale
TXN00553,synthetic,,order_synth_553,16094.87,card,2025-06-05T09:52:05,3,False,food_delivery,False,False,0.0,True,386.78,False,69.62,0.024,1,0.0284,2025-06-06T15:52:05,settled,gst_on_fee
TXN01858,synthetic,,order_synth_1858,8012.51,card,2025-06-05T12:34:51,3,False,retail,False,False,0.0,True,166.3,False,29.93,0.0208,1,0.0245,2025-06-07T06:34:51,settled,gst_on_fee
TXN00853,synthetic,,order_synth_853,7208.49,card,2025-06-05T14:17:24,3,False,retail,False,False,0.0,True,137.27,False,24.71,0.019,3,0.0225,2025-06-08T17:17:24,settled,gst_on_fee
TXN01288,synthetic,,order_synth_1288,17510.14,card,2025-06-05T14:25:19,3,False,travel,False,False,0.0,True,312.49,False,56.25,0.0178,1,0.0211,2025-06-07T06:25:19,settled,gst_on_fee
TXN01767,synthetic,,order_synth_1767,3557.05,upi,2025-06-05T16:05:08,3,False,travel,False,False,0.0,True,14.58,False,2.62,0.0041,0,0.0048,2025-06-05T17:05:08,settled,gst_on_fee
TXN01381,synthetic,,order_synth_1381,9218.66,upi,2025-06-05T16:26:35,3,False,travel,False,False,0.0,True,25.49,False,4.59,0.0028,1,0.0033,2025-06-07T10:26:35,settled,gst_on_fee
TXN00908,synthetic,,order_synth_908,647.36,wallet,2025-06-05T20:35:11,3,False,saas,False,False,0.0,True,12.13,False,2.18,0.0187,2,0.0221,2025-06-08T16:35:11,settled,gst_on_fee
TXN01611,synthetic,,order_synth_1611,1691.1,wallet,2025-06-05T20:43:23,3,False,ecommerce,False,False,0.0,True,28.25,False,5.08,0.0167,2,0.0197,2025-06-08T00:43:23,settled,gst_on_fee
TXN00466,synthetic,,order_synth_466,3699.03,upi,2025-06-05T21:19:14,3,False,travel,False,False,0.0,True,0.4,False,0.07,0.0001,1,0.0001,2025-06-06T23:19:14,settled,gst_on_fee
TXN02100,synthetic,,order_synth_2100,24184.29,upi,2025-06-05T21:32:15,3,False,travel,False,False,0.0,True,15.83,False,2.85,0.0007,1,0.0008,2025-06-07T00:32:15,settled,gst_on_fee
TXN00651,synthetic,,order_synth_651,14577.0,upi,2025-06-05T23:11:14,3,False,ecommerce,False,False,0.0,True,2.64,False,0.48,0.0002,2,0.0002,2025-06-08T14:11:14,settled,gst_on_fee
TXN00587,synthetic,,order_synth_587,970.76,card,2025-06-06T01:12:10,4,False,retail,False,False,0.0,True,18.4,True,3.31,0.019,2,0.0224,2025-06-08T11:12:10,settled,gst_on_fee
TXN00627,synthetic,,order_synth_627,8972.02,upi,2025-06-06T03:26:18,4,False,travel,False,False,0.0,True,0.0,False,0.0,0.0,1,0.0,2025-06-07T16:26:18,settled,taxable_sale
TXN00326,synthetic,,order_synth_326,20138.61,card,2025-06-06T03:39:25,4,False,retail,False,False,0.0,True,313.06,False,56.35,0.0155,3,0.0183,2025-06-09T08:39:25,settled,gst_on_fee
TXN01730,synthetic,,order_synth_1730,23739.75,card,2025-06-06T06:58:58,4,False,ecommerce,False,False,0.0,True,412.17,False,74.19,0.0174,3,0.0205,2025-06-09T18:58:58,settled,gst_on_fee
TXN00898,synthetic,,order_synth_898,3623.6,card,2025-06-06T07:50:45,4,False,travel,False,False,0.0,True,62.88,False,11.32,0.0174,2,0.0205,2025-06-08T22:50:45,settled,gst_on_fee
